time_days,delta_NO₃_alk,delta_NO₃_small_dt,delta_NH₄_alk,delta_NH₄_small_dt,delta_P_alk,delta_P_small_dt,delta_Z_alk,delta_Z_small_dt,delta_DOM_alk,delta_DOM_small_dt,delta_sPOM_alk,delta_sPOM_small_dt,delta_bPOM_alk,delta_bPOM_small_dt,delta_DIC_alk,delta_DIC_small_dt,delta_Alk_alk,delta_Alk_small_dt
102.0,-0.00427113231853582,0.0,0.00030771017918596044,0.0,0.2999948710203171,0.0,0.11840323358774185,0.0,0.8908715844154358,0.0,0.23117433488368988,0.0,0.3275544345378876,0.0,0.421630859375,0.0,100.900146484375,0.0
103.0,-0.0039542152371723205,0.0,0.00030605210122303106,0.0,0.30370767414569855,0.0,0.12080851197242737,0.0,0.8948689699172974,0.0,0.22950366139411926,0.0,0.3251459300518036,0.0,0.42529296875,0.0,100.90283203125,0.0
104.0,-0.0036598603473976254,0.0,0.0003043342148885131,0.0,0.3073115199804306,0.0,0.12316250056028366,0.0,0.8985118865966797,0.0,0.2279684841632843,0.0,0.3228400647640228,0.0,0.428466796875,0.0,100.90478515625,0.0
105.0,-0.003386616037460044,0.0,0.0003025808218808379,0.0,0.31080177426338196,0.0,0.125468410551548,0.0,0.9018263220787048,0.0,0.22656160593032837,0.0,0.320637971162796,0.0,0.431396484375,0.0,100.906982421875,0.0
106.0,-0.003133102145511657,0.0,0.0003008122293977067,0.0,0.3141753226518631,0.0,0.1277286559343338,0.0,0.9048370122909546,0.0,0.22527585923671722,0.0,0.3185400664806366,0.0,0.433837890625,0.0,100.908447265625,0.0
107.0,-0.0028980091447010636,0.0,0.00029904531402280554,0.0,0.31743024289608,0.0,0.12994492799043655,0.0,0.9075673818588257,0.0,0.2241041213274002,0.0,0.31654584407806396,0.0,0.436279296875,0.0,100.909912109375,0.0
108.0,-0.0026800973573699594,0.0,0.0002972939437313471,0.0,0.3205656558275223,0.0,0.13211840391159058,0.0,0.9100394248962402,0.0,0.2230393886566162,0.0,0.3146541714668274,0.0,0.438232421875,0.0,100.910888671875,0.0
109.0,-0.002478194932336919,0.0,0.0002955694235424744,0.0,0.32358188927173615,0.0,0.13424976915121078,0.0,0.9122740626335144,0.0,0.22207479178905487,0.0,0.3128633499145508,0.0,0.43994140625,0.0,100.911865234375,0.0
110.0,-0.0022911953783477657,0.0,0.0002938808775070356,0.0,0.3264799565076828,0.0,0.13633935153484344,0.0,0.9142907857894897,0.0,0.22120365500450134,0.0,0.31117117404937744,0.0,0.441650390625,0.0,100.91259765625,0.0
111.0,-0.0021180566400289536,0.0,0.00029223551973700523,0.0,0.3292616754770279,0.0,0.13838720321655273,0.0,0.9161078929901123,0.0,0.2204194962978363,0.0,0.30957505106925964,0.0,0.443359375,0.0,100.9130859375,0.0
112.0,-0.0019577986022341065,0.0,0.0002906389690906508,0.0,0.3319295346736908,0.0,0.1403931975364685,0.0,0.9177424907684326,0.0,0.21971605718135834,0.0,0.3080720901489258,0.0,0.444580078125,0.0,100.913330078125,0.0
113.0,-0.0018095008708769456,0.0,0.0002890954965550918,0.0,0.3344864398241043,0.0,0.1423570029437542,0.0,0.9192105531692505,0.0,0.21908733248710632,0.0,0.30665910243988037,0.0,0.44580078125,0.0,100.913330078125,0.0
114.0,-0.0016723009393899702,0.0,0.00028760831082763616,0.0,0.3369359225034714,0.0,0.14427823945879936,0.0,0.9205268621444702,0.0,0.21852754056453705,0.0,0.305332750082016,0.0,0.446533203125,0.0,100.91357421875,0.0
115.0,-0.0015453916566912085,0.0,0.00028617958560062107,0.0,0.33928172290325165,0.0,0.1461564600467682,0.0,0.9217051863670349,0.0,0.21803122758865356,0.0,0.30408957600593567,0.0,0.447509765625,0.0,100.91357421875,0.0
116.0,-0.0014280185641837306,0.0,0.0002848108379112091,0.0,0.3415278047323227,0.0,0.14799117296934128,0.0,0.9227583408355713,0.0,0.21759314835071564,0.0,0.3029259145259857,0.0,0.4482421875,0.0,100.913330078125,0.0
117.0,-0.0013194775601732545,0.0,0.0002835028626577696,0.0,0.34367847442626953,0.0,0.1497819386422634,0.0,0.9236980676651001,0.0,0.2172083854675293,0.0,0.3018381595611572,0.0,0.448974609375,0.0,100.9130859375,0.0
118.0,-0.0012191126079414971,0.0,0.00028225597452546936,0.0,0.34573809802532196,0.0,0.15152832493185997,0.0,0.9245352149009705,0.0,0.21687225997447968,0.0,0.3008226454257965,0.0,0.449462890625,0.0,100.912841796875,0.0
119.0,-0.0011263130290899426,0.0,0.00028107008620281704,0.0,0.34771113097667694,0.0,0.1532299406826496,0.0,0.9252797365188599,0.0,0.21658039093017578,0.0,0.29987573623657227,0.0,0.449951171875,0.0,100.912353515625,0.0
120.0,-0.0010405107168480754,0.0,0.00027994480296911206,0.0,0.349602073431015,0.0,0.15488651394844055,0.0,0.9259408712387085,0.0,0.21632865071296692,0.0,0.2989937961101532,0.0,0.450439453125,0.0,100.911865234375,0.0
121.0,-0.000961178207944613,0.0,0.0002788794572552433,0.0,0.35141535103321075,0.0,0.15649783238768578,0.0,0.9265269637107849,0.0,0.21611320972442627,0.0,0.29817327857017517,0.0,0.45068359375,0.0,100.911376953125,0.0
122.0,-0.0008878259468474425,0.0,0.00027787319231720176,0.0,0.3531554043292999,0.0,0.15806372463703156,0.0,0.9270457029342651,0.0,0.2159304916858673,0.0,0.2974107265472412,0.0,0.45068359375,0.0,100.910888671875,0.0
123.0,-0.0008200000374927185,0.0,0.00027692502226273064,0.0,0.35482659935951233,0.0,0.15958420187234879,0.0,0.9275041818618774,0.0,0.21577714383602142,0.0,0.29670271277427673,0.0,0.451171875,0.0,100.910400390625,0.0
124.0,-0.0007572797039756551,0.0,0.0002760338993539335,0.0,0.35643310844898224,0.0,0.16105930507183075,0.0,0.927908718585968,0.0,0.21565008163452148,0.0,0.2960459887981415,0.0,0.451416015625,0.0,100.909912109375,0.0
125.0,-0.0006992755588726141,0.0,0.00027519865398062393,0.0,0.35797905921936035,0.0,0.16248920559883118,0.0,0.9282650351524353,0.0,0.21554645895957947,0.0,0.29543739557266235,0.0,0.451171875,0.0,100.9091796875,0.0
126.0,-0.0006456271657953039,0.0,0.0002744181692833081,0.0,0.35946837067604065,0.0,0.16387413442134857,0.0,0.9285785555839539,0.0,0.21546365320682526,0.0,0.2948738634586334,0.0,0.451416015625,0.0,100.908447265625,0.0
127.0,-0.0005960011112620123,0.0,0.0002736912174441386,0.0,0.36090487241744995,0.0,0.16521447896957397,0.0,0.9288539290428162,0.0,0.21539925038814545,0.0,0.2943525016307831,0.0,0.451416015625,0.0,100.907958984375,0.0
128.0,-0.0005500892802956514,0.0,0.0002730166879700846,0.0,0.36229208111763,0.0,0.16651064716279507,0.0,0.9290955066680908,0.0,0.21535104513168335,0.0,0.2938705086708069,0.0,0.451416015625,0.0,100.9072265625,0.0
129.0,-0.0005076067973277532,0.0,0.00027239347855356755,0.0,0.36363352835178375,0.0,0.16776319406926632,0.0,0.9293071031570435,0.0,0.2153170257806778,0.0,0.29342523217201233,0.0,0.451416015625,0.0,100.90673828125,0.0
130.0,-0.0004682905491790734,0.0,0.0002718204350458109,0.0,0.3649323135614395,0.0,0.16897269897162914,0.0,0.9294922351837158,0.0,0.21529534459114075,0.0,0.29301416873931885,0.0,0.451171875,0.0,100.906005859375,0.0
131.0,-0.000431897584348917,0.0,0.00027129656245961087,0.0,0.36619165539741516,0.0,0.1701398640871048,0.0,0.929654061794281,0.0,0.2152843475341797,0.0,0.29263487458229065,0.0,0.451416015625,0.0,100.905517578125,0.0
132.0,-0.00039820359233999625,0.0,0.00027082084670837503,0.0,0.36741428077220917,0.0,0.17126542516052723,0.0,0.9297953844070435,0.0,0.21528252959251404,0.0,0.29228514432907104,0.0,0.451171875,0.0,100.90478515625,0.0
133.0,-0.0003670013611554168,0.0,0.0002703923810258857,0.0,0.3686029464006424,0.0,0.1723501719534397,0.0,0.929918646812439,0.0,0.21528854966163635,0.0,0.2919628322124481,0.0,0.450927734375,0.0,100.904052734375,0.0
134.0,-0.0003380998023203574,0.0,0.00027001024409401,0.0,0.36976011097431183,0.0,0.17339497804641724,0.0,0.930026113986969,0.0,0.21530115604400635,0.0,0.2916659116744995,0.0,0.451171875,0.0,100.903564453125,0.0
135.0,-0.00031132249569054693,0.0,0.0002696736237339792,0.0,0.3708881735801697,0.0,0.17440075054764748,0.0,0.9301198124885559,0.0,0.21531929075717926,0.0,0.2913924753665924,0.0,0.450927734375,0.0,100.90283203125,0.0
136.0,-0.00028650665626628324,0.0,0.0002693817295948975,0.0,0.3719891458749771,0.0,0.1753684114664793,0.0,0.9302014112472534,0.0,0.2153419554233551,0.0,0.2911408245563507,0.0,0.45068359375,0.0,100.90234375,0.0
137.0,-0.0002635020646266639,0.0,0.00026913388228422264,0.0,0.37306520342826843,0.0,0.1762989591807127,0.0,0.9302725791931152,0.0,0.21536831557750702,0.0,0.2909092605113983,0.0,0.45068359375,0.0,100.90185546875,0.0
138.0,-0.00024217020836658776,0.0,0.00026892936966760317,0.0,0.37411804497241974,0.0,0.1771933939307928,0.0,0.9303345680236816,0.0,0.21539758145809174,0.0,0.29069623351097107,0.0,0.450439453125,0.0,100.9013671875,0.0
139.0,-0.00022238316523726098,0.0,0.00026876756510318955,0.0,0.3751494586467743,0.0,0.1780527215451002,0.0,0.9303887486457825,0.0,0.21542911231517792,0.0,0.29050031304359436,0.0,0.450439453125,0.0,100.90087890625,0.0
140.0,-0.0002040230028796941,0.0,0.0002686479010662879,0.0,0.3761608898639679,0.0,0.17887797951698303,0.0,0.9304360747337341,0.0,0.21546228229999542,0.0,0.29032015800476074,0.0,0.450439453125,0.0,100.900146484375,0.0
141.0,-0.00018698086569202133,0.0,0.00026856986823986517,0.0,0.37715379893779755,0.0,0.17967023327946663,0.0,0.930477499961853,0.0,0.21549661457538605,0.0,0.29015448689460754,0.0,0.4501953125,0.0,100.899658203125,0.0
142.0,-0.00017115638183895499,0.0,0.0002685329009182169,0.0,0.3781294524669647,0.0,0.18043051473796368,0.0,0.930513858795166,0.0,0.21553164720535278,0.0,0.2900021970272064,0.0,0.4501953125,0.0,100.8994140625,0.0
143.0,-0.0001564568556204904,0.0,0.0002685365288925823,0.0,0.3790890872478485,0.0,0.18115988466888666,0.0,0.9305458068847656,0.0,0.2155669927597046,0.0,0.28986218571662903,0.0,0.449951171875,0.0,100.89892578125,0.0
144.0,-0.00014279683091444895,0.0,0.0002685803401618614,0.0,0.3800336718559265,0.0,0.18185938335955143,0.0,0.9305741190910339,0.0,0.2156023383140564,0.0,0.2897334396839142,0.0,0.44970703125,0.0,100.8984375,0.0
145.0,-0.00013009736721869558,0.0,0.0002686638745217351,0.0,0.3809642791748047,0.0,0.18253005016595125,0.0,0.9305991530418396,0.0,0.21563740074634552,0.0,0.28961503505706787,0.0,0.44970703125,0.0,100.89794921875,0.0
146.0,-0.00011828568676719442,0.0,0.00026878670814767247,0.0,0.38188162446022034,0.0,0.1831729095429182,0.0,0.9306215047836304,0.0,0.21567194163799286,0.0,0.2895061671733856,0.0,0.449462890625,0.0,100.8974609375,0.0
147.0,-0.00010729459972935729,0.0,0.0002689484831535083,0.0,0.38278666138648987,0.0,0.18378897476941347,0.0,0.9306415319442749,0.0,0.21570579707622528,0.0,0.2894060015678406,0.0,0.449462890625,0.0,100.89697265625,0.0
148.0,-9.706206401460804e-5,0.0,0.00026914876434602775,0.0,0.38367995619773865,0.0,0.1843792349100113,0.0,0.9306595325469971,0.0,0.21573877334594727,0.0,0.2893138527870178,0.0,0.44921875,0.0,100.896728515625,0.0
149.0,-8.753082875045948e-5,0.0,0.0002693871856536134,0.0,0.38456226885318756,0.0,0.18494467251002789,0.0,0.9306758642196655,0.0,0.21577078104019165,0.0,0.28922903537750244,0.0,0.44921875,0.0,100.896240234375,0.0
150.0,-7.864803046686575e-5,0.0,0.0002696633923733316,0.0,0.3854340463876724,0.0,0.18548624776303768,0.0,0.9306907057762146,0.0,0.21580170094966888,0.0,0.2891509234905243,0.0,0.448974609375,0.0,100.895751953125,0.0
151.0,-7.036488750600256e-5,0.0,0.00026997698478226084,0.0,0.386295810341835,0.0,0.18600488733500242,0.0,0.9307043552398682,0.0,0.215831458568573,0.0,0.2890789806842804,0.0,0.448974609375,0.0,100.895751953125,0.0
152.0,-6.263632167247124e-5,0.0,0.0002703275458770804,0.0,0.38714809715747833,0.0,0.18650148529559374,0.0,0.9307169318199158,0.0,0.2158600240945816,0.0,0.28901270031929016,0.0,0.44873046875,0.0,100.895263671875,0.0
153.0,-5.542071085073985e-5,0.0,0.0002707147609726235,0.0,0.38799120485782623,0.0,0.1869769524782896,0.0,0.9307286143302917,0.0,0.21588733792304993,0.0,0.288951575756073,0.0,0.44873046875,0.0,100.89501953125,0.0
154.0,-4.867963070864789e-5,0.0,0.0002711381844164862,0.0,0.38882556557655334,0.0,0.1874321373179555,0.0,0.9307395219802856,0.0,0.21591340005397797,0.0,0.2888951897621155,0.0,0.448486328125,0.0,100.894775390625,0.0
155.0,-4.237757093505934e-5,0.0,0.00027159741512150504,0.0,0.38965147733688354,0.0,0.1878678472712636,0.0,0.930749773979187,0.0,0.21593819558620453,0.0,0.2888431251049042,0.0,0.448486328125,0.0,100.894287109375,0.0
156.0,-3.6481727875070646e-5,0.0,0.00027209203835809603,0.0,0.39046919345855713,0.0,0.18828492239117622,0.0,0.9307593703269958,0.0,0.21596172451972961,0.0,0.2887950539588928,0.0,0.4482421875,0.0,100.89404296875,0.0
157.0,-3.0961804441176355e-5,0.0,0.0002726215984694136,0.0,0.3912789970636368,0.0,0.18868411891162395,0.0,0.9307684898376465,0.0,0.2159840166568756,0.0,0.28875061869621277,0.0,0.448486328125,0.0,100.893798828125,0.0
158.0,-2.5789795472519472e-5,0.0,0.00027318568572809454,0.0,0.3920810669660568,0.0,0.1890661958605051,0.0,0.9307771921157837,0.0,0.2160050868988037,0.0,0.28870949149131775,0.0,0.4482421875,0.0,100.8935546875,0.0
159.0,-2.093981674988754e-5,0.0,0.0002737838203756837,0.0,0.392875611782074,0.0,0.18943187780678272,0.0,0.9307854175567627,0.0,0.2160249650478363,0.0,0.28867146372795105,0.0,0.4482421875,0.0,100.893310546875,0.0
160.0,-1.638796311453916e-5,0.0,0.0002744155135587789,0.0,0.39366284012794495,0.0,0.18978184880688787,0.0,0.930793285369873,0.0,0.21604369580745697,0.0,0.2886362373828888,0.0,0.4482421875,0.0,100.89306640625,0.0
161.0,-1.2112112017348409e-5,0.0,0.00027508029279488255,0.0,0.3944428265094757,0.0,0.19011679012328386,0.0,0.9308008551597595,0.0,0.2160612940788269,0.0,0.2886035740375519,0.0,0.447998046875,0.0,100.892822265625,0.0
162.0,-8.091832569334656e-6,0.0,0.00027577759055930073,0.0,0.39521579444408417,0.0,0.19043735973536968,0.0,0.9308080673217773,0.0,0.21607783436775208,0.0,0.2885732650756836,0.0,0.447998046875,0.0,100.892578125,0.0
163.0,-4.308221832616255e-6,0.0,0.0002765068870758114,0.0,0.3959818482398987,0.0,0.19074415368959308,0.0,0.9308149814605713,0.0,0.21609333157539368,0.0,0.2885451316833496,0.0,0.447998046875,0.0,100.892333984375,0.0
164.0,-7.438138709403574e-7,0.0,0.000277267624369415,0.0,0.39674100279808044,0.0,0.19103776291012764,0.0,0.9308216571807861,0.0,0.21610784530639648,0.0,0.2885189950466156,0.0,0.44775390625,0.0,100.89208984375,0.0
165.0,2.6175621314905584e-6,0.0,0.00027805926538349013,0.0,0.39749346673488617,0.0,0.19131877645850182,0.0,0.9308280348777771,0.0,0.21612142026424408,0.0,0.28849467635154724,0.0,0.44775390625,0.0,100.891845703125,0.0
166.0,5.7908509916160256e-6,0.0,0.00027888117756447173,0.0,0.39823925495147705,0.0,0.19158773636445403,0.0,0.9308341145515442,0.0,0.21613410115242004,0.0,0.288472056388855,0.0,0.44775390625,0.0,100.8916015625,0.0
167.0,8.789877028902993e-6,0.0,0.0002797327781536296,0.0,0.398978516459465,0.0,0.19184516789391637,0.0,0.9308399558067322,0.0,0.21614593267440796,0.0,0.28845101594924927,0.0,0.447509765625,0.0,100.891357421875,0.0
168.0,1.1627427738858387e-5,0.0,0.00028061341959073616,0.0,0.3997112065553665,0.0,0.19209156604483724,0.0,0.9308456182479858,0.0,0.2161569744348526,0.0,0.2884313762187958,0.0,0.447509765625,0.0,100.891357421875,0.0
169.0,1.4315344742499292e-5,0.0,0.0002815225047925196,0.0,0.40043747425079346,0.0,0.19232741091400385,0.0,0.9308509826660156,0.0,0.21616724133491516,0.0,0.28841304779052734,0.0,0.447509765625,0.0,100.89111328125,0.0
170.0,1.6864574718056247e-5,0.0,0.0002824593427703803,0.0,0.4011573791503906,0.0,0.19255315326154232,0.0,0.9308561086654663,0.0,0.2161768078804016,0.0,0.2883959412574768,0.0,0.447265625,0.0,100.890869140625,0.0
171.0,1.9285245798528194e-5,0.0,0.00028342329392216925,0.0,0.401870995759964,0.0,0.19276925921440125,0.0,0.9308609962463379,0.0,0.21618570387363434,0.0,0.288379967212677,0.0,0.447265625,0.0,100.89111328125,0.0
172.0,2.1586736693279818e-5,0.0,0.00028441371273402183,0.0,0.40257827192544937,0.0,0.19297610828652978,0.0,0.9308656454086304,0.0,0.21619395911693573,0.0,0.28836503624916077,0.0,0.447265625,0.0,100.890869140625,0.0
173.0,2.377773489570245e-5,0.0,0.000285429889572697,0.0,0.4032793790102005,0.0,0.19317414052784443,0.0,0.9308700561523438,0.0,0.21620163321495056,0.0,0.28835105895996094,0.0,0.447265625,0.0,100.890625,0.0
174.0,2.5866273063002154e-5,0.0,0.0002864711379970686,0.0,0.4039742797613144,0.0,0.19336372474208474,0.0,0.9308742880821228,0.0,0.21620875597000122,0.0,0.28833797574043274,0.0,0.447021484375,0.0,100.890625,0.0
175.0,2.785978722386062e-5,0.0,0.00028753679566762,0.0,0.40466300398111343,0.0,0.1935452176257968,0.0,0.9308782815933228,0.0,0.2162153571844101,0.0,0.2883257269859314,0.0,0.447021484375,0.0,100.890380859375,0.0
176.0,2.97651749860961e-5,0.0,0.0002886261943331192,0.0,0.40534569323062897,0.0,0.19371898053213954,0.0,0.9308820366859436,0.0,0.21622146666049957,0.0,0.28831422328948975,0.0,0.447021484375,0.0,100.890380859375,0.0
177.0,3.1588811907568015e-5,0.0,0.00028973863254577736,0.0,0.4060223177075386,0.0,0.19388534710742533,0.0,0.9308856129646301,0.0,0.21622714400291443,0.0,0.2883034348487854,0.0,0.447021484375,0.0,100.89013671875,0.0
178.0,3.333660788484849e-5,0.0,0.000290873432504668,0.0,0.4066929519176483,0.0,0.19404462724924088,0.0,0.9308889508247375,0.0,0.21623238921165466,0.0,0.28829333186149597,0.0,0.447021484375,0.0,100.89013671875,0.0
179.0,3.50140398950316e-5,0.0,0.00029202997097854677,0.0,0.4073576256632805,0.0,0.19419713504612446,0.0,0.9308921098709106,0.0,0.21623724699020386,0.0,0.2882838249206543,0.0,0.44677734375,0.0,100.889892578125,0.0
180.0,3.662618837552145e-5,0.0,0.00029320753219508333,0.0,0.4080164059996605,0.0,0.1943431601393968,0.0,0.9308950304985046,0.0,0.2162417471408844,0.0,0.288274884223938,0.0,0.447021484375,0.0,100.889892578125,0.0
181.0,3.817774631897919e-5,0.0,0.00029440554249049455,0.0,0.40866924822330475,0.0,0.19448298262432218,0.0,0.9308977723121643,0.0,0.21624590456485748,0.0,0.28826647996902466,0.0,0.447021484375,0.0,100.8896484375,0.0
182.0,3.967308839492034e-5,0.0,0.00029562336567323655,0.0,0.4093163013458252,0.0,0.19461687398143113,0.0,0.9309003353118896,0.0,0.2162497490644455,0.0,0.2882585823535919,0.0,0.447021484375,0.0,100.8896484375,0.0
183.0,4.111625275982078e-5,0.0,0.0002968603914723644,0.0,0.40995755791664124,0.0,0.1947450819425285,0.0,0.9309026598930359,0.0,0.21625331044197083,0.0,0.2882511615753174,0.0,0.447021484375,0.0,100.8896484375,0.0
184.0,4.251099562679883e-5,0.0,0.0002981160928356985,0.0,0.41059304773807526,0.0,0.19486784585751593,0.0,0.9309048652648926,0.0,0.21625658869743347,0.0,0.2882441580295563,0.0,0.447021484375,0.0,100.889404296875,0.0
185.0,4.38608112744987e-5,0.0,0.0002993899104239972,0.0,0.41122283041477203,0.0,0.19498539716005325,0.0,0.9309068918228149,0.0,0.21625962853431702,0.0,0.2882375717163086,0.0,0.44677734375,0.0,100.889404296875,0.0
186.0,4.516892477113288e-5,0.0,0.0003006813400361352,0.0,0.41184697300195694,0.0,0.1950979600660503,0.0,0.930908739566803,0.0,0.21626242995262146,0.0,0.28823134303092957,0.0,0.44677734375,0.0,100.889404296875,0.0
187.0,4.643837019102648e-5,0.0,0.00030198996148556034,0.0,0.41246549040079117,0.0,0.1952057504095137,0.0,0.9309104084968567,0.0,0.2162650227546692,0.0,0.2882255017757416,0.0,0.44677734375,0.0,100.88916015625,0.0
188.0,4.767193786392454e-5,0.0,0.0003033152935358885,0.0,0.4130783826112747,0.0,0.19530897797085345,0.0,0.9309119582176208,0.0,0.2162674069404602,0.0,0.28821995854377747,0.0,0.44677734375,0.0,100.88916015625,0.0
189.0,4.887223803962115e-5,0.0,0.0003046569978550906,0.0,0.41368577629327774,0.0,0.1954078150447458,0.0,0.9309133291244507,0.0,0.2162696123123169,0.0,0.2882147431373596,0.0,0.44677734375,0.0,100.88916015625,0.0
190.0,5.004172271583229e-5,0.0,0.00030601473326896667,0.0,0.4142877385020256,0.0,0.19550245767459273,0.0,0.930914580821991,0.0,0.21627165377140045,0.0,0.28820982575416565,0.0,0.44677734375,0.0,100.888916015625,0.0
191.0,5.118265289638657e-5,0.0,0.00030738827240384126,0.0,0.41488421708345413,0.0,0.1955930949188769,0.0,0.9309156537055969,0.0,0.21627353131771088,0.0,0.28820517659187317,0.0,0.44677734375,0.0,100.888916015625,0.0
192.0,5.2297162255854346e-5,0.0,0.0003087773567358454,0.0,0.4154753163456917,0.0,0.19567988067865372,0.0,0.9309166073799133,0.0,0.21627525985240936,0.0,0.2882007658481598,0.0,0.446533203125,0.0,100.888916015625,0.0
193.0,5.3387249863590114e-5,0.0,0.00031018187075915193,0.0,0.41606105864048004,0.0,0.19576297723688185,0.0,0.9309174418449402,0.0,0.2162768691778183,0.0,0.2881966233253479,0.0,0.446533203125,0.0,100.888916015625,0.0
194.0,5.445479018817423e-5,0.0,0.00031160172568434064,0.0,0.4166414886713028,0.0,0.19584254163783044,0.0,0.9309181571006775,0.0,0.2162783294916153,0.0,0.2881926894187927,0.0,0.446533203125,0.0,100.888671875,0.0
195.0,5.550154673983343e-5,0.0,0.0003130368893380364,0.0,0.4172166809439659,0.0,0.19591874000616372,0.0,0.9309187531471252,0.0,0.21627970039844513,0.0,0.28818899393081665,0.0,0.446533203125,0.0,100.888671875,0.0
196.0,5.652918025589315e-5,0.0,0.00031448747256490606,0.0,0.417786680161953,0.0,0.19599168875720352,0.0,0.9309192895889282,0.0,0.21628093719482422,0.0,0.2881854772567749,0.0,0.446533203125,0.0,100.888671875,0.0
197.0,5.753927234763978e-5,0.0,0.00031595361394920474,0.0,0.4183514937758446,0.0,0.19606152886990458,0.0,0.9309196472167969,0.0,0.21628208458423615,0.0,0.2881821393966675,0.0,0.446533203125,0.0,100.888671875,0.0
198.0,5.853332277183654e-5,0.0,0.00031743550812279864,0.0,0.41891123354434967,0.0,0.19612839655019343,0.0,0.9309199452400208,0.0,0.2162831425666809,0.0,0.2881790101528168,0.0,0.44677734375,0.0,100.888427734375,0.0
199.0,5.951275124971289e-5,0.0,0.00031893349353140366,0.0,0.41946589946746826,0.0,0.19619242323096842,0.0,0.9309201240539551,0.0,0.2162841111421585,0.0,0.2881760001182556,0.0,0.44677734375,0.0,100.888427734375,0.0
200.0,6.047892748028971e-5,0.0,0.0003204479363603241,0.0,0.4200155436992645,0.0,0.19625370600260794,0.0,0.9309202432632446,0.0,0.21628500521183014,0.0,0.2881731688976288,0.0,0.44677734375,0.0,100.888427734375,0.0
201.0,6.143316750240047e-5,0.0,0.0003219794048163749,0.0,0.42056023329496384,0.0,0.1963123824680224,0.0,0.9309203028678894,0.0,0.2162858247756958,0.0,0.2881704866886139,0.0,0.44677734375,0.0,100.888427734375,0.0
202.0,6.23767255092389e-5,0.0,0.0003235284365246116,0.0,0.4211000055074692,0.0,0.1963685560040176,0.0,0.9309202432632446,0.0,0.2162865698337555,0.0,0.28816792368888855,0.0,0.44677734375,0.0,100.888427734375,0.0
203.0,6.331084478006233e-5,0.0,0.00032509577135897416,0.0,0.42163486778736115,0.0,0.1964223113609478,0.0,0.9309201240539551,0.0,0.2162872552871704,0.0,0.28816550970077515,0.0,0.446533203125,0.0,100.888427734375,0.0
204.0,6.423670402000425e-5,0.0,0.0003266821771603645,0.0,0.42216499149799347,0.0,0.19647377356886864,0.0,0.930919885635376,0.0,0.21628786623477936,0.0,0.2881632149219513,0.0,0.446533203125,0.0,100.88818359375,0.0
205.0,6.515547465824056e-5,0.0,0.00032828859480105166,0.0,0.4226902425289154,0.0,0.19652301992755383,0.0,0.9309196472167969,0.0,0.21628843247890472,0.0,0.2881610095500946,0.0,0.446533203125,0.0,100.88818359375,0.0
206.0,6.606831539102132e-5,0.0,0.0003299160224514708,0.0,0.4232107996940613,0.0,0.19657015323173255,0.0,0.9309192895889282,0.0,0.2162889540195465,0.0,0.28815892338752747,0.0,0.446533203125,0.0,100.88818359375,0.0
207.0,6.69763503537979e-5,0.0,0.0003315656605877848,0.0,0.42372671514749527,0.0,0.1966152733657509,0.0,0.9309189319610596,0.0,0.21628941595554352,0.0,0.2881569266319275,0.0,0.446533203125,0.0,100.88818359375,0.0
208.0,6.788071004848462e-5,0.0,0.00033323870871981853,0.0,0.4242379814386368,0.0,0.1966584317269735,0.0,0.9309184551239014,0.0,0.21628983318805695,0.0,0.28815504908561707,0.0,0.446533203125,0.0,100.88818359375,0.0
209.0,6.878252179376432e-5,0.0,0.0003349365689473416,0.0,0.4247446432709694,0.0,0.19669973652344197,0.0,0.9309179782867432,0.0,0.2162901908159256,0.0,0.2881532311439514,0.0,0.446533203125,0.0,100.88818359375,0.0
210.0,6.96829133630672e-5,0.0,0.00033666075864857703,0.0,0.4252467527985573,0.0,0.19673926278483123,0.0,0.9309173822402954,0.0,0.21629051864147186,0.0,0.28815150260925293,0.0,0.446533203125,0.0,100.88818359375,0.0
211.0,7.058301252982346e-5,0.0,0.0003384129399819358,0.0,0.4257444217801094,0.0,0.19677706772927195,0.0,0.9309167861938477,0.0,0.21629081666469574,0.0,0.2881498336791992,0.0,0.446533203125,0.0,100.887939453125,0.0
212.0,7.14839675310941e-5,0.0,0.0003401948612236083,0.0,0.4262375831604004,0.0,0.19681323552504182,0.0,0.9309161305427551,0.0,0.21629106998443604,0.0,0.2881482243537903,0.0,0.446533203125,0.0,100.887939453125,0.0
213.0,7.238693433464505e-5,0.0,0.0003420084153162861,0.0,0.42672639340162277,0.0,0.19684784760465845,0.0,0.9309154748916626,0.0,0.21629127860069275,0.0,0.2881467044353485,0.0,0.44677734375,0.0,100.887939453125,0.0
214.0,7.32931075617671e-5,0.0,0.00034385566908667897,0.0,0.4272107928991318,0.0,0.1968809380196035,0.0,0.9309147000312805,0.0,0.21629147231578827,0.0,0.2881452441215515,0.0,0.44677734375,0.0,100.887939453125,0.0
215.0,7.420368638122454e-5,0.0,0.000345738833800624,0.0,0.42769094556570053,0.0,0.19691258302191272,0.0,0.9309139251708984,0.0,0.2162916213274002,0.0,0.2881438136100769,0.0,0.44677734375,0.0,100.887939453125,0.0
216.0,7.511990679631708e-5,0.0,0.00034766023651400246,0.0,0.42816677689552307,0.0,0.196942841517739,0.0,0.9309131503105164,0.0,0.21629174053668976,0.0,0.28814244270324707,0.0,0.44677734375,0.0,100.887939453125,0.0
